event_id,timestamp,source,event_type,severity,user_id,device_id,src_ip,event_location,authentication_result,process_name,alert_status,analyst_decision,quality_flags,user_department,user_role,employment_status,privileged_account,user_location,asset_hostname,asset_type,asset_department,asset_owner,asset_criticality,operating_system
EDR000453,2026-03-13 08:45:17,EDR,PUP Detected,MEDIUM,U0113,D0169,,,,sccm_client.exe,In Progress,,NOT_REVIEWED,IT,Engineer,ACTIVE,YES,Paris,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
AUTH001656,2026-03-13 08:45:20,AUTHENTICATION,MFA_CHALLENGE,LOW,U0377,D0014,10.39.15.30,Toulouse,FAILURE,,,,,Direction,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0014,Server,Juridique,IT,CRITICAL,Windows Server 2022
EDR000487,2026-03-13 08:45:20,EDR,PUP Detected,LOW,U0348,D0149,,,,sccm_client.exe,Open,,NOT_REVIEWED,Direction,Director,INACTIVE,NO,Lille,PHF-LT-0149,Server,IT,Direction,HIGH,Windows 10
AUTH001591,2026-03-13 08:47:00,AUTHENTICATION,VPN_CONNECT,LOW,U0307,D0118,10.5.165.36,Marseille,SUCCESS,,,,,Communication,Engineer,ACTIVE,NO,Lille,PHF-WS-0118,Laptop,IT,Juridique,MEDIUM,Windows 10
EDR001848,2026-03-13 08:47:52,EDR,Suspicious Process,LOW,U0146,D9003,,,,outlook.exe,Open,NEEDS_INVESTIGATION,UNKNOWN_DEVICE_REF,Finance,Assistant,ACTIVE,NO,Lyon,,,,,,
AUTH003186,2026-03-13 08:48:04,AUTHENTICATION,MFA_CHALLENGE,LOW,U0234,D0036,10.5.247.4,Lyon,SUCCESS,,,,,Regions,Assistant,ACTIVE,NO,Lille,PHF-SRV-0036,Server,RH,IT,MEDIUM,Ubuntu 22.04
AUTH000858,2026-03-13 08:48:28,AUTHENTICATION,RDP_SESSION,MEDIUM,U0118,D0044,10.2.69.40,Marseille,FAILURE,,,,,Finance,Analyst,ACTIVE,NO,Nantes,PHF-VM-0044,Mobile,Communication,IT,LOW,macOS 14
AUTH002334,2026-03-13 08:53:06,AUTHENTICATION,LOGIN,MEDIUM,U0041,D0128,10.23.230.58,Paris,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Marseille,PHF-LT-0128,Mobile,Direction,Direction,LOW,Windows 11
AUTH001080,2026-03-13 08:54:38,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0051,D0105,10.38.80.173,Lille,SUCCESS,,,,,Finance,Director,ACTIVE,YES,Paris,PHF-LT-0105,VM,IT,Regions,HIGH,Windows 11
AUTH003846,2026-03-13 08:57:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0267,D0146,10.23.214.132,Bordeaux,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Paris,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
AUTH000188,2026-03-13 08:59:00,AUTHENTICATION,LOGIN,MEDIUM,U0144,D0088,10.50.128.162,Marseille,FAILURE,,,,,Juridique,Director,ACTIVE,NO,Lille,PHF-WS-0088,Mobile,Juridique,Finance,HIGH,Windows 10
AUTH003818,2026-03-13 08:59:00,AUTHENTICATION,VPN_CONNECT,LOW,U0251,D0167,10.36.200.123,Bordeaux,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Marseille,PHF-VM-0167,Laptop,RH,Direction,CRITICAL,Windows Server 2022
AUTH004277,2026-03-13 09:05:50,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0059,D0116,10.23.223.32,Marseille,SUCCESS,,,,,Regions,Engineer,ACTIVE,YES,Marseille,PHF-VM-0116,Laptop,Juridique,Communication,MEDIUM,Windows Server 2022
AUTH001935,2026-03-13 09:07:50,AUTHENTICATION,LOGOUT,LOW,U0308,D0063,10.43.183.114,Marseille,SUCCESS,,,,,Finance,Director,ACTIVE,NO,Marseille,PHF-WS-0063,Desktop,Regions,IT,CRITICAL,Windows 11
AUTH004102,2026-03-13 09:08:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0150,D0142,10.25.70.161,Toulouse,SUCCESS,,,,,Finance,Technician,ACTIVE,NO,Bordeaux,PHF-VM-0142,Mobile,Communication,Regions,CRITICAL,Ubuntu 22.04
AUTH002822,2026-03-13 09:10:06,AUTHENTICATION,MFA_CHALLENGE,LOW,U0391,D0114,10.17.237.171,Paris,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Marseille,PHF-WS-0114,Desktop,Finance,RH,MEDIUM,Windows Server 2022
AUTH001775,2026-03-13 09:10:54,AUTHENTICATION,MFA_CHALLENGE,LOW,U0336,D0069,10.7.173.135,Bordeaux,SUCCESS,,,,,RH,Manager,ACTIVE,NO,Toulouse,PHF-LT-0069,Mobile,RH,Communication,HIGH,Windows 10
AUTH000550,2026-03-13 09:11:38,AUTHENTICATION,RDP_SESSION,MEDIUM,U0102,D0161,10.8.93.150,Marseille,SUCCESS,,,,,Regions,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0161,Mobile,RH,IT,MEDIUM,macOS 14
AUTH002769,2026-03-13 09:11:54,AUTHENTICATION,LOGOUT,LOW,U0071,D0143,10.30.25.55,Nantes,SUCCESS,,,,,IT,Analyst,ACTIVE,NO,Nantes,PHF-VM-0143,Desktop,Communication,RH,HIGH,Ubuntu 22.04
AUTH004138,2026-03-13 09:17:52,AUTHENTICATION,LOGOUT,LOW,U0275,D0034,10.9.250.76,Nantes,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Marseille,PHF-VM-0034,VM,RH,Communication,MEDIUM,Windows 11
EDR000825,2026-03-13 09:22:27,EDR,Suspicious Process,MEDIUM,U0044,D0164,,,,chrome.exe,In Progress,FALSE_POSITIVE,,RH,Coordinator,INACTIVE,NO,Lyon,PHF-SRV-0164,Mobile,Finance,Finance,,Windows 11
EDR000425,2026-03-13 09:22:48,EDR,Unusual Network,LOW,U0016,D0190,,,,python.exe,Open,FALSE_POSITIVE,,IT,Engineer,ACTIVE,NO,Lyon,PHF-LT-0190,Laptop,Juridique,RH,CRITICAL,Windows Server 2022
EDR000935,2026-03-13 09:23:19,EDR,PUP Detected,LOW,U0104,D0113,,,,teams.exe,In Progress,FALSE_POSITIVE,,Direction,Engineer,ACTIVE,NO,Lille,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,Windows Server 2022
AUTH002292,2026-03-13 09:27:29,AUTHENTICATION,LOGIN,MEDIUM,U0051,D0175,10.29.111.180,Nantes,SUCCESS,,,,,Finance,Director,ACTIVE,YES,Paris,PHF-SRV-0175,Server,RH,Regions,LOW,Ubuntu 22.04
AUTH004178,2026-03-13 09:28:17,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0362,D0138,10.24.50.149,Nantes,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Paris,PHF-SRV-0138,Mobile,Finance,,MEDIUM,Ubuntu 22.04
AUTH001378,2026-03-13 09:31:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0125,D0141,10.11.14.249,Lyon,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
AUTH003722,2026-03-13 09:32:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0141,D0034,10.4.155.96,Paris,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Bordeaux,PHF-VM-0034,VM,RH,Communication,MEDIUM,Windows 11
AUTH004616,2026-03-13 09:33:30,AUTHENTICATION,LOGOUT,LOW,U0277,D0061,10.36.174.253,Bordeaux,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Bordeaux,PHF-SRV-0061,VM,Regions,RH,CRITICAL,macOS 14
EDR001122,2026-03-13 09:33:53,EDR,PUP Detected,MEDIUM,U0390,D0187,,,,outlook.exe,In Progress,FALSE_POSITIVE,,Finance,Manager,ACTIVE,NO,Paris,PHF-SRV-0187,Desktop,Finance,IT,HIGH,Windows Server 2019
EDR000402,2026-03-13 09:35:24,EDR,Suspicious Process,LOW,U0373,D0166,,,,sccm_client.exe,In Progress,FALSE_POSITIVE,,RH,Assistant,ACTIVE,NO,Toulouse,PHF-SRV-0166,Mobile,Communication,Finance,CRITICAL,Windows Server 2019
EDR001711,2026-03-13 09:35:44,EDR,PUP Detected,CRITICAL,U0293,D0127,,,,psexec.exe,Closed,FALSE_POSITIVE,,IT,Manager,ACTIVE,NO,Paris,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
AUTH001632,2026-03-13 09:36:00,AUTHENTICATION,RDP_SESSION,LOW,U0294,D0123,10.11.33.87,Toulouse,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Toulouse,PHF-SRV-0123,VM,Regions,Juridique,,Windows 10
AUTH003774,2026-03-13 09:38:02,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0070,D0106,10.7.40.205,Paris,SUCCESS,,,,,Regions,Analyst,ACTIVE,NO,Marseille,PHF-WS-0106,Laptop,Direction,Regions,LOW,Windows 11
AUTH002796,2026-03-13 09:38:17,AUTHENTICATION,LOGOUT,LOW,U0212,D0111,10.5.195.134,Nantes,SUCCESS,,,,,Juridique,Analyst,ACTIVE,NO,Marseille,PHF-SRV-0111,Laptop,RH,Regions,HIGH,Windows Server 2019
AUTH001380,2026-03-13 09:40:59,AUTHENTICATION,LOGIN,MEDIUM,U0151,D0085,10.41.97.6,Paris,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Marseille,PHF-VM-0085,Laptop,RH,Regions,HIGH,Ubuntu 22.04
AUTH000660,2026-03-13 09:48:08,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0221,D0092,10.7.128.148,Lille,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Nantes,PHF-WS-0092,Mobile,Direction,Regions,LOW,Ubuntu 22.04
AUTH004589,2026-03-13 09:53:06,AUTHENTICATION,LOGOUT,LOW,U0264,D0171,10.31.30.50,Lyon,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lille,PHF-WS-0171,Desktop,Finance,Finance,MEDIUM,Windows Server 2019
AUTH004570,2026-03-13 09:54:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0174,D0107,10.8.88.148,Paris,SUCCESS,,,,,Regions,Director,ACTIVE,NO,Toulouse,PHF-SRV-0107,Mobile,Finance,Direction,,Windows Server 2022
AUTH001412,2026-03-13 09:55:00,AUTHENTICATION,LOGIN,LOW,U0222,D0103,10.11.173.153,Nantes,SUCCESS,,,,,RH,Technician,ACTIVE,NO,Toulouse,PHF-SRV-0103,Server,RH,Finance,CRITICAL,macOS 14
AUTH003318,2026-03-13 09:56:00,AUTHENTICATION,LOGOUT,MEDIUM,,D0027,10.6.197.140,Lyon,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-VM-0027,Laptop,Communication,Juridique,MEDIUM,Windows Server 2022
AUTH001711,2026-03-13 10:01:25,AUTHENTICATION,RDP_SESSION,MEDIUM,U0148,D0167,10.0.190.134,Lyon,FAILURE,,,,,Regions,Engineer,ACTIVE,NO,Marseille,PHF-VM-0167,Laptop,RH,Direction,CRITICAL,Windows Server 2022
AUTH003111,2026-03-13 10:03:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0317,D0137,10.33.81.127,Lille,SUCCESS,,,,,IT,Coordinator,ACTIVE,NO,Lille,PHF-WS-0137,Mobile,Juridique,Regions,CRITICAL,Windows 10
AUTH002491,2026-03-13 10:06:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0091,D0038,10.11.123.13,Lille,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Paris,PHF-SRV-0038,Server,Direction,RH,CRITICAL,macOS 14
AUTH003786,2026-03-13 10:06:40,AUTHENTICATION,VPN_CONNECT,LOW,U0376,D0034,10.11.87.146,Bordeaux,FAILURE,,,,,Finance,Manager,ACTIVE,NO,Marseille,PHF-VM-0034,VM,RH,Communication,MEDIUM,Windows 11
EDR000602,2026-03-13 10:07:57,EDR,Unusual Network,MEDIUM,U0392,D0053,,,,chrome.exe,Open,FALSE_POSITIVE,,Direction,Director,ACTIVE,NO,Lille,PHF-SRV-0053,Server,Juridique,Regions,MEDIUM,Windows 11
EDR000100,2026-03-13 10:11:07,EDR,Suspicious Process,LOW,U0113,D0091,,,,outlook.exe,In Progress,FALSE_POSITIVE,,IT,Engineer,ACTIVE,YES,Paris,PHF-SRV-0091,Server,RH,Regions,LOW,Windows Server 2019
EDR001603,2026-03-13 10:11:48,EDR,Ransomware Behaviour,LOW,U0273,D0048,,,,inventory_scan.exe,Open,NEEDS_INVESTIGATION,,Communication,Engineer,ACTIVE,NO,Toulouse,PHF-SRV-0048,VM,Finance,Finance,HIGH,macOS 14
AUTH000861,2026-03-13 10:14:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0304,D0102,10.44.185.57,Paris,SUCCESS,,,,,Communication,Director,ACTIVE,NO,Toulouse,PHF-VM-0102,Mobile,Communication,Direction,CRITICAL,Windows Server 2019
AUTH001036,2026-03-13 10:17:03,AUTHENTICATION,VPN_CONNECT,LOW,U0229,D0124,10.29.186.159,Toulouse,SUCCESS,,,,,Juridique,Director,ACTIVE,YES,Marseille,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH003379,2026-03-13 10:21:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0377,D0137,10.13.155.215,Marseille,SUCCESS,,,,,Direction,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0137,Mobile,Juridique,Regions,CRITICAL,Windows 10
AUTH002179,2026-03-13 10:24:00,AUTHENTICATION,VPN_CONNECT,LOW,U0004,D0099,10.46.124.215,Bordeaux,SUCCESS,,,,,IT,Coordinator,ACTIVE,NO,Nantes,PHF-SRV-0099,VM,Juridique,RH,,Windows Server 2022
AUTH003507,2026-03-13 10:28:00,AUTHENTICATION,VPN_CONNECT,LOW,U0050,D0051,10.27.107.40,Toulouse,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Nantes,PHF-SRV-0051,VM,Regions,Regions,CRITICAL,macOS 14
AUTH001050,2026-03-13 10:30:00,AUTHENTICATION,VPN_CONNECT,LOW,U0366,D0064,10.10.235.4,Lille,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Paris,PHF-VM-0064,Mobile,IT,Communication,HIGH,macOS 14
EDR001716,2026-03-13 10:30:29,EDR,Suspicious Process,HIGH,U0369,D0146,,,,antivirus_update.exe,Open,,NOT_REVIEWED,Regions,Coordinator,ACTIVE,YES,Lille,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
EDR000693,2026-03-13 10:30:50,EDR,Suspicious Process,LOW,U0047,D0021,,,,python.exe,Open,FALSE_POSITIVE,,Regions,Manager,INACTIVE,NO,Paris,PHF-WS-0020,Server,RH,Juridique,CRITICAL,Windows 11
EDR001153,2026-03-13 10:30:57,EDR,PUP Detected,MEDIUM,U0112,D0081,,,,chrome.exe,Open,FALSE_POSITIVE,,Finance,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0081,Laptop,Regions,RH,CRITICAL,Ubuntu 22.04
AUTH001814,2026-03-13 10:31:02,AUTHENTICATION,LOGOUT,MEDIUM,U0025,D0072,10.33.54.89,Nantes,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Marseille,PHF-VM-0072,Mobile,Juridique,RH,LOW,Ubuntu 22.04
EDR000595,2026-03-13 10:32:25,EDR,Unusual Network,LOW,U0064,D0145,,,,python.exe,In Progress,FALSE_POSITIVE,,Regions,Director,ACTIVE,YES,Lille,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
EDR000509,2026-03-13 10:34:42,EDR,PUP Detected,MEDIUM,U0280,D0069,,,,outlook.exe,Closed,FALSE_POSITIVE,,Finance,Coordinator,ACTIVE,YES,Paris,PHF-LT-0069,Mobile,RH,Communication,HIGH,Windows 10
AUTH004067,2026-03-13 10:36:33,AUTHENTICATION,VPN_CONNECT,LOW,U0286,D0141,10.12.32.101,Toulouse,SUCCESS,,,,,Finance,Technician,ACTIVE,NO,Lyon,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
AUTH000838,2026-03-13 10:37:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0124,D0041,10.44.239.98,Marseille,SUCCESS,,,,,RH,Engineer,ACTIVE,NO,Bordeaux,PHF-SRV-0041,VM,Direction,Direction,CRITICAL,Windows Server 2019
AUTH002535,2026-03-13 10:37:31,AUTHENTICATION,RDP_SESSION,LOW,U0257,D0169,10.14.88.187,Toulouse,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Lille,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
EDR000919,2026-03-13 10:40:13,EDR,Suspicious Process,LOW,U0130,D0066,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Finance,Director,ACTIVE,NO,Lille,PHF-SRV-0066,Mobile,Juridique,RH,LOW,Windows 10
AUTH003444,2026-03-13 10:44:24,AUTHENTICATION,LOGIN,MEDIUM,U0273,D0160,10.26.25.71,Toulouse,SUCCESS,,,,,Communication,Engineer,ACTIVE,NO,Toulouse,PHF-VM-0160,Server,Direction,Communication,CRITICAL,macOS 14
AUTH000450,2026-03-13 10:50:43,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0361,D0098,10.16.61.134,Marseille,SUCCESS,,,,,Communication,Assistant,ACTIVE,NO,Lyon,PHF-LT-0098,VM,Regions,Finance,CRITICAL,Windows Server 2019
AUTH000035,2026-03-13 10:55:00,AUTHENTICATION,LOGOUT,LOW,U0007,D0040,10.5.6.223,Paris,SUCCESS,,,,,IT,Director,ACTIVE,YES,Paris,PHF-WS-0040,Mobile,IT,Communication,HIGH,Windows Server 2019
AUTH002677,2026-03-13 10:56:48,AUTHENTICATION,RDP_SESSION,MEDIUM,U0381,D0011,10.20.127.109,Marseille,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0011,Server,Finance,Finance,CRITICAL,Windows Server 2019
AUTH003155,2026-03-13 11:00:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0376,D0008,10.27.132.86,Lille,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Marseille,PHF-SRV-0008,Mobile,Finance,Communication,HIGH,Windows 11
EDR000728,2026-03-13 11:00:37,EDR,Unusual Network,MEDIUM,U0148,D0103,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Regions,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0103,Server,RH,Finance,CRITICAL,macOS 14
AUTH002081,2026-03-13 11:03:48,AUTHENTICATION,LOGIN,MEDIUM,U0328,D0067,10.16.140.168,Marseille,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Nantes,PHF-WS-0067,Mobile,RH,,LOW,Ubuntu 22.04
AUTH003814,2026-03-13 11:08:10,AUTHENTICATION,LOGIN,MEDIUM,U0043,D0001,10.8.194.7,Lille,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0001,Laptop,IT,Regions,CRITICAL,Windows Server 2019
AUTH002620,2026-03-13 11:12:50,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0366,D0113,10.0.175.224,Toulouse,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Paris,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,Windows Server 2022
AUTH004748,2026-03-13 11:15:00,AUTHENTICATION,LOGIN,LOW,U9004,D0116,10.0.230.173,Lyon,SUCCESS,,,,UNKNOWN_USER_REF,,,,,,PHF-VM-0116,Laptop,Juridique,Communication,MEDIUM,Windows Server 2022
AUTH000140,2026-03-13 11:16:00,AUTHENTICATION,LOGIN,LOW,U0311,D0147,10.29.202.207,Nantes,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Bordeaux,PHF-LT-0147,VM,IT,IT,HIGH,Windows Server 2019
EDR001042,2026-03-13 11:18:40,EDR,Unusual Network,LOW,U0006,D0194,,,,python.exe,Open,FALSE_POSITIVE,,Finance,Engineer,ACTIVE,NO,Bordeaux,PHF-SRV-0194,Server,Communication,Direction,CRITICAL,Windows 10
AUTH003551,2026-03-13 11:25:19,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0082,D0005,10.4.247.154,Toulouse,SUCCESS,,,,,Juridique,Analyst,ACTIVE,NO,Lille,PHF-WS-0005,Desktop,Communication,,CRITICAL,Windows Server 2022
AUTH000704,2026-03-13 11:31:57,AUTHENTICATION,LOGOUT,LOW,U0197,D0138,10.40.32.247,Paris,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-SRV-0138,Mobile,Finance,,MEDIUM,Ubuntu 22.04
AUTH002257,2026-03-13 11:32:00,AUTHENTICATION,LOGIN,MEDIUM,U0082,D0182,10.24.61.60,Nantes,SUCCESS,,,,,Juridique,Analyst,ACTIVE,NO,Lille,PHF-WS-0182,Desktop,RH,Communication,HIGH,Windows 11
AUTH003104,2026-03-13 11:34:01,AUTHENTICATION,LOGOUT,MEDIUM,U0016,D0189,10.2.59.234,Nantes,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Lyon,PHF-SRV-0189,VM,Communication,Communication,MEDIUM,Windows Server 2022
AUTH002914,2026-03-13 11:41:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0341,D0198,10.28.217.98,Lyon,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0198,Mobile,Juridique,Communication,LOW,Ubuntu 22.04
AUTH002473,2026-03-13 11:46:39,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0386,D0146,10.41.81.148,Marseille,SUCCESS,,,,,Regions,Director,ACTIVE,NO,Bordeaux,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
AUTH001597,2026-03-13 11:48:21,AUTHENTICATION,LOGOUT,MEDIUM,U0213,D0042,10.0.250.180,Bordeaux,FAILURE,,,,,Direction,Assistant,ACTIVE,NO,Marseille,PHF-VM-0042,Mobile,RH,Regions,HIGH,macOS 14
AUTH000604,2026-03-13 11:49:00,AUTHENTICATION,LOGIN,MEDIUM,U0391,D0037,10.19.146.195,Nantes,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Marseille,PHF-VM-0037,Laptop,Juridique,Communication,HIGH,Windows Server 2022
AUTH001704,2026-03-13 11:51:21,AUTHENTICATION,LOGOUT,MEDIUM,U0307,D0127,10.39.134.213,Marseille,SUCCESS,,,,,Communication,Engineer,ACTIVE,NO,Lille,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
EDR000760,2026-03-13 11:53:00,EDR,Suspicious Process,HIGH,U0220,D0030,,,,chrome.exe,Closed,FALSE_POSITIVE,,Communication,Director,INACTIVE,NO,Lyon,PHF-LT-0030,Mobile,Communication,Regions,MEDIUM,Windows Server 2019
AUTH004535,2026-03-13 11:55:11,AUTHENTICATION,RDP_SESSION,MEDIUM,,D0082,10.7.238.106,Lyon,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-VM-0082,VM,IT,Juridique,HIGH,Windows Server 2022
AUTH004373,2026-03-13 11:57:00,AUTHENTICATION,LOGIN,MEDIUM,U0231,D0189,10.33.179.165,Lyon,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Toulouse,PHF-SRV-0189,VM,Communication,Communication,MEDIUM,Windows Server 2022
AUTH001805,2026-03-13 11:58:40,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0343,D0160,10.46.134.97,Toulouse,SUCCESS,,,,,RH,Engineer,ACTIVE,NO,Marseille,PHF-VM-0160,Server,Direction,Communication,CRITICAL,macOS 14
AUTH004592,2026-03-13 12:07:00,AUTHENTICATION,LOGOUT,MEDIUM,U0315,D0044,10.47.255.104,Nantes,SUCCESS,,,,,IT,Technician,ACTIVE,NO,Toulouse,PHF-VM-0044,Mobile,Communication,IT,LOW,macOS 14
AUTH002369,2026-03-13 12:11:12,AUTHENTICATION,RDP_SESSION,MEDIUM,U0385,D0163,10.26.24.240,Bordeaux,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Paris,PHF-VM-0163,Desktop,RH,IT,,Ubuntu 22.04
AUTH000794,2026-03-13 12:12:00,AUTHENTICATION,LOGIN,LOW,U0026,D0073,10.25.252.102,Paris,SUCCESS,,,,,RH,Director,ACTIVE,NO,Lyon,PHF-SRV-0073,Desktop,IT,Regions,HIGH,Windows Server 2022
EDR000932,2026-03-13 12:17:15,EDR,Unusual Network,LOW,U0150,D0146,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,Finance,Technician,ACTIVE,NO,Bordeaux,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
AUTH002297,2026-03-13 12:18:30,AUTHENTICATION,MFA_CHALLENGE,LOW,U0068,D0084,10.46.251.149,Lyon,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0084,Server,IT,Direction,MEDIUM,Windows Server 2022
AUTH001880,2026-03-13 12:19:16,AUTHENTICATION,RDP_SESSION,MEDIUM,U0372,D0121,10.18.152.21,Toulouse,SUCCESS,,,,,Direction,Coordinator,ACTIVE,NO,Nantes,PHF-WS-0120,VM,IT,,MEDIUM,Windows 11
AUTH001542,2026-03-13 12:20:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0240,D0056,10.50.94.93,Lyon,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Lille,PHF-LT-0055,Server,Direction,Communication,HIGH,Windows 10
AUTH003167,2026-03-13 12:23:00,AUTHENTICATION,LOGIN,MEDIUM,U0145,D0038,10.30.165.128,Lyon,SUCCESS,,,,,Regions,Engineer,ACTIVE,YES,Lyon,PHF-SRV-0038,Server,Direction,RH,CRITICAL,macOS 14
AUTH004617,2026-03-13 12:23:00,AUTHENTICATION,LOGOUT,MEDIUM,U0061,D0032,10.49.143.181,Toulouse,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Paris,PHF-VM-0032,Desktop,IT,RH,HIGH,Windows 10
EDR000166,2026-03-13 12:27:30,EDR,Suspicious Process,LOW,U0194,D0153,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Finance,Director,ACTIVE,NO,Paris,PHF-LT-0153,Server,Regions,IT,MEDIUM,Windows Server 2022
AUTH004112,2026-03-13 12:31:00,AUTHENTICATION,RDP_SESSION,LOW,U0091,D0007,10.50.178.175,Lyon,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Paris,PHF-WS-0007,Laptop,RH,IT,LOW,Windows 10
EDR000189,2026-03-13 12:36:38,EDR,Unusual Network,MEDIUM,U0338,D0127,,,,outlook.exe,Open,FALSE_POSITIVE,,Juridique,Technician,ACTIVE,NO,Lille,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
EDR001037,2026-03-13 12:42:20,EDR,Suspicious Process,HIGH,U0344,D0005,,,,outlook.exe,In Progress,FALSE_POSITIVE,,RH,Analyst,INACTIVE,NO,Lille,PHF-WS-0005,Desktop,Communication,,CRITICAL,Windows Server 2022
AUTH003595,2026-03-13 12:44:34,AUTHENTICATION,LOGOUT,MEDIUM,U0099,D0124,10.50.86.119,Marseille,SUCCESS,,,,,IT,Analyst,ACTIVE,NO,Nantes,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
EDR001034,2026-03-13 12:46:00,EDR,PUP Detected,LOW,U0295,D0007,,,,teams.exe,In Progress,FALSE_POSITIVE,,Communication,Assistant,ACTIVE,YES,Lyon,PHF-WS-0007,Laptop,RH,IT,LOW,Windows 10
