alert_id,timestamp,device_id,user_id,alert_type,process_name,severity,status,analyst_decision,timestamp_raw,timestamp_format_raw,severity_raw,quality_flags
EDR001488,2026-03-11 15:21:00,D0167,U0116,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T15:21:00Z,iso_z,HIGH,
EDR000194,2026-03-09 10:21:36,D0145,U0165,Unusual Network,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-09 10:21:36,iso_space,High,
EDR000674,2026-03-14 17:19:52,D0101,U0381,Unusual Network,inventory_scan.exe,LOW,In Progress,,2026-03-14 17:19:52,iso_space,low,MISSING_ANALYST_DECISION
EDR000028,2026-03-10 16:50:08,D0018,U0195,Unusual Network,outlook.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-10T16:50:08Z,iso_z,Medium,
EDR000796,2026-03-02 16:54:08,D0150,U0049,Unusual Network,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-02 16:54:08,iso_space,high,
EDR001576,2026-03-11 19:45:00,D0113,U0043,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 19:45:00,iso_space,High,
EDR000931,2026-03-21 09:10:25,D0100,U0107,Unusual Network,outlook.exe,LOW,Open,FALSE_POSITIVE,2026-03-21 09:10:25,iso_space,Low,
EDR001177,2026-03-13 17:11:39,D0188,U0112,Suspicious Process,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-13T17:11:39Z,iso_z,Medium,
EDR000403,2026-03-03 11:28:11,D0186,U0012,Unusual Network,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-03T11:28:11Z,iso_z,MEDIUM,
EDR000839,2026-03-13 17:16:22,D0095,U0388,Suspicious Process,teams.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-13T17:16:22Z,iso_z,HIGH,
EDR001281,2026-03-11 05:00:00,D0002,U0225,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11T05:00:00Z,iso_z,High,MISSING_ANALYST_DECISION
EDR001631,2026-03-05 11:15:48,D0012,U0088,Malware Signature,powershell_enc.exe,CRITICAL,Closed,FALSE_POSITIVE,2026-03-05 11:15:48,iso_space,CRITICAL,
EDR000912,2026-03-02 18:07:51,D0052,U0057,PUP Detected,antivirus_update.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-02 18:07:51,iso_space,high,
EDR001697,2026-03-11 11:45:26,D0199,U0371,PowerShell Abuse,powershell_enc.exe,CRITICAL,In Progress,,2026-03-11T11:45:26Z,iso_z,CRITICAL,MISSING_ANALYST_DECISION
EDR001435,2026-03-11 12:42:00,D0024,U0190,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 12:42:00,iso_space,high,
EDR001831,2026-03-04 17:45:48,D9003,U0226,Credential Access,sccm_client.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-04 17:45:48,iso_space,Low,UNKNOWN_DEVICE_REF
EDR001645,2026-03-10 12:37:57,D0129,U0364,Unusual Network,chrome.exe,MEDIUM,Open,NEEDS_INVESTIGATION,2026-03-10T12:37:57Z,iso_z,MEDIUM,
EDR000258,2026-03-08 17:55:55,D0161,U0066,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-08 17:55:55,iso_space,low,
EDR000980,2026-03-05 12:09:05,D0073,U0324,PUP Detected,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-05 12:09:05,iso_space,medium,
EDR000419,2026-03-19 17:06:23,D0099,U0019,Unusual Network,outlook.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-19T17:06:23Z,iso_z,MEDIUM,
EDR001564,2026-03-11 19:09:00,D0136,U0220,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 19:09:00,iso_space,high,MISSING_ANALYST_DECISION
EDR000924,2026-03-12 10:50:53,D0165,U0019,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE,2026-03-12 10:50:53,iso_space,HIGH,
EDR000488,2026-03-05 08:29:25,D0080,U0270,Suspicious Process,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-05 08:29:25,iso_space,MEDIUM,
EDR001127,2026-03-05 11:24:24,D0050,U0341,Unusual Network,python.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-05 11:24:24,iso_space,High,
EDR000723,2026-03-15 10:06:41,D0005,U0391,Suspicious Process,teams.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-15T10:06:41Z,iso_z,High,
EDR000020,2026-03-18 11:19:43,D0030,U0087,Suspicious Process,antivirus_update.exe,HIGH,Open,FALSE_POSITIVE,2026-03-18T11:19:43Z,iso_z,High,
EDR001165,2026-03-06 17:14:41,D0120,U0276,PUP Detected,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-06 17:14:41,iso_space,High,
EDR001663,2026-03-07 13:59:45,D0095,U0282,Ransomware Behaviour,inventory_scan.exe,LOW,In Progress,NEEDS_INVESTIGATION,2026-03-07 13:59:45,iso_space,low,
EDR000069,2026-03-14 10:41:16,D0139,U0355,PUP Detected,teams.exe,MEDIUM,Open,,2026-03-14 10:41:16,iso_space,medium,MISSING_ANALYST_DECISION
EDR001499,2026-03-11 15:54:00,D0074,U0301,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T15:54:00Z,iso_z,High,
EDR001264,2026-03-11 04:09:00,D0018,U0160,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T04:09:00Z,iso_z,HIGH,
EDR001405,2026-03-11 11:12:00,D0179,U0043,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 11:12:00,iso_space,High,MISSING_ANALYST_DECISION
EDR000562,2026-03-20 12:34:24,D0124,U0256,Unusual Network,teams.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-20 12:34:24,iso_space,high,
EDR000492,2026-03-05 08:46:19,D0112,U0082,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-05 08:46:19,iso_space,Low,
EDR000615,2026-03-12 19:50:34,D0090,U0128,Suspicious Process,antivirus_update.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-12T19:50:34Z,iso_z,High,
EDR001763,2026-03-04 08:54:13,D0043,U0047,Malware Signature,rundll32.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-04 08:54:13,iso_space,critical,
EDR001479,2026-03-11 14:54:00,D0148,U0120,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 14:54:00,iso_space,HIGH,
EDR001476,2026-03-11 14:45:00,D0173,U0393,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 14:45:00,iso_space,high,
EDR001059,2026-03-07 14:25:34,D0135,U0034,Suspicious Process,sccm_client.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-07 14:25:34,iso_space,medium,
EDR000930,2026-03-12 13:22:56,D0193,U0160,Unusual Network,chrome.exe,HIGH,Open,FALSE_POSITIVE,2026-03-12 13:22:56,iso_space,High,
EDR000890,2026-03-04 09:58:01,D0174,U0093,Suspicious Process,antivirus_update.exe,HIGH,Open,FALSE_POSITIVE,2026-03-04 09:58:01,iso_space,High,
EDR001498,2026-03-11 15:51:00,D0184,U0255,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 15:51:00,iso_space,High,
EDR000006,2026-03-07 09:16:41,D0162,U0198,Suspicious Process,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-07 09:16:41,iso_space,high,
EDR000054,2026-03-04 10:20:20,D0065,U0333,Unusual Network,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-04 10:20:20,iso_space,Medium,
EDR000618,2026-03-11 18:45:44,D0147,U0237,Suspicious Process,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-11 18:45:44,iso_space,MEDIUM,
EDR001209,2026-03-11 01:24:00,D0022,U0084,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 01:24:00,iso_space,high,
EDR000175,2026-03-16 12:36:31,D0100,U0032,Suspicious Process,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-16 12:36:31,iso_space,low,
EDR000289,2026-03-04 18:53:09,D0014,U0018,PUP Detected,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-04T18:53:09Z,iso_z,medium,
EDR000063,2026-03-10 15:32:23,D0039,U0170,Suspicious Process,inventory_scan.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-10 15:32:23,iso_space,Low,
EDR001412,2026-03-11 11:33:00,D0028,U0324,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 11:33:00,iso_space,High,
EDR001056,2026-03-12 08:47:44,D0073,U0083,PUP Detected,teams.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-12 08:47:44,iso_space,low,
EDR001287,2026-03-11 05:18:00,D0088,U0201,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 05:18:00,iso_space,high,
EDR001000,2026-03-11 13:04:00,D0095,U0244,Suspicious Process,chrome.exe,LOW,Open,FALSE_POSITIVE,2026-03-11 13:04:00,iso_space,Low,
EDR001349,2026-03-11 08:24:00,D0011,U0099,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 08:24:00,iso_space,HIGH,
EDR000533,2026-03-05 18:45:02,D0195,U0276,Suspicious Process,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-05 18:45:02,iso_space,medium,
EDR001799,2026-03-12 03:39:00,D0003,U0007,Persistence Attempt,rundll32.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-12 03:39:00,iso_space,HIGH,
EDR001065,2026-03-18 14:57:13,D0157,U0152,PUP Detected,outlook.exe,LOW,Closed,FALSE_POSITIVE,2026-03-18 14:57:13,iso_space,low,
EDR001072,2026-03-03 15:53:53,D0018,U0209,PUP Detected,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-03 15:53:53,iso_space,Medium,
EDR001355,2026-03-11 08:42:00,D0121,U0088,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T08:42:00Z,iso_z,high,
EDR000297,2026-03-09 15:30:26,D0030,U0336,Unusual Network,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-09T15:30:26Z,iso_z,medium,
EDR000398,2026-03-22 10:37:08,D0100,U0360,PUP Detected,teams.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-22 10:37:08,iso_space,HIGH,
EDR000475,2026-03-08 10:02:34,D0038,U0145,Suspicious Process,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-08 10:02:34,iso_space,medium,
EDR000968,2026-03-12 15:40:57,D0069,U0097,Unusual Network,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-12 15:40:57,iso_space,HIGH,
EDR000172,2026-03-20 16:14:47,D0172,U0374,Unusual Network,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE,2026-03-20 16:14:47,iso_space,high,
EDR000961,2026-03-12 16:39:55,D0011,U0171,Suspicious Process,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-12 16:39:55,iso_space,LOW,
EDR000018,2026-03-02 12:19:03,D0060,U0103,Suspicious Process,chrome.exe,MEDIUM,Closed,,2026-03-02 12:19:03,iso_space,MEDIUM,MISSING_ANALYST_DECISION
EDR000880,2026-03-07 11:40:19,D0033,U0227,PUP Detected,teams.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-07 11:40:19,iso_space,high,
EDR001395,2026-03-11 10:42:00,D0189,U0168,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 10:42:00,iso_space,High,
EDR000547,2026-03-18 09:00:22,D0050,U0237,Unusual Network,python.exe,LOW,Open,FALSE_POSITIVE,2026-03-18T09:00:22Z,iso_z,LOW,
EDR001422,2026-03-11 12:03:00,D0124,U0218,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 12:03:00,iso_space,high,
EDR000060,2026-03-04 18:44:54,D0112,U0069,Unusual Network,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE,2026-03-04 18:44:54,iso_space,High,
EDR001080,2026-03-12 08:28:54,D0168,U0307,PUP Detected,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-12T08:28:54Z,iso_z,Medium,
EDR001038,2026-03-12 15:51:48,D0088,U0354,Unusual Network,python.exe,LOW,Open,,2026-03-12 15:51:48,iso_space,Low,MISSING_ANALYST_DECISION
EDR000196,2026-03-03 09:14:02,D0075,U0079,Unusual Network,antivirus_update.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-03 09:14:02,iso_space,high,
EDR001438,2026-03-11 12:51:00,D0022,U0263,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 12:51:00,iso_space,high,MISSING_ANALYST_DECISION
EDR000246,2026-03-04 10:31:21,D0174,U0289,Suspicious Process,inventory_scan.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-04T10:31:21Z,iso_z,MEDIUM,
EDR000951,2026-03-10 18:55:38,D0001,U0384,PUP Detected,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-10T18:55:38Z,iso_z,HIGH,
EDR000738,2026-03-03 13:04:16,D0134,U0260,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-03 13:04:16,iso_space,low,
EDR000598,2026-03-16 17:28:06,D0054,U0004,Suspicious Process,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE,2026-03-16 17:28:06,iso_space,HIGH,
EDR000956,2026-03-12 15:15:51,D0147,U0283,Suspicious Process,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-12 15:15:51,iso_space,MEDIUM,
EDR000705,2026-03-15 11:36:37,D0049,U0091,Unusual Network,inventory_scan.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-15 11:36:37,iso_space,Low,
EDR000070,2026-03-03 17:55:38,D0144,U0243,PUP Detected,outlook.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-03 17:55:38,iso_space,MEDIUM,
EDR001621,2026-03-20 13:47:30,D0084,U0379,Malware Signature,powershell_enc.exe,HIGH,Open,NEEDS_INVESTIGATION,2026-03-20 13:47:30,iso_space,High,
EDR001415,2026-03-11 11:42:00,D0183,U0095,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 11:42:00,iso_space,High,
EDR001030,2026-03-21 12:14:57,D0023,U0375,PUP Detected,chrome.exe,MEDIUM,In Progress,,2026-03-21 12:14:57,iso_space,medium,MISSING_ANALYST_DECISION
EDR001170,2026-03-17 09:37:57,D0154,U0172,Suspicious Process,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-17 09:37:57,iso_space,LOW,
EDR000838,2026-03-16 17:00:12,D0081,U0327,PUP Detected,outlook.exe,LOW,Open,FALSE_POSITIVE,2026-03-16 17:00:12,iso_space,Low,
EDR000889,2026-03-22 17:24:37,D0043,U0129,Unusual Network,outlook.exe,MEDIUM,Closed,,2026-03-22T17:24:37Z,iso_z,medium,MISSING_ANALYST_DECISION
EDR001047,2026-03-15 12:47:56,D0101,U0394,Unusual Network,outlook.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-15T12:47:56Z,iso_z,Medium,
EDR001842,2026-03-05 10:36:12,D9006,U0228,Unusual Network,python.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-05T10:36:12Z,iso_z,Low,UNKNOWN_DEVICE_REF
EDR001413,2026-03-11 11:36:00,D0146,U0100,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11T11:36:00Z,iso_z,High,MISSING_ANALYST_DECISION
EDR000254,2026-03-05 17:03:35,D0069,U0385,Unusual Network,sccm_client.exe,HIGH,Open,FALSE_POSITIVE,2026-03-05 17:03:35,iso_space,HIGH,
EDR001067,2026-03-18 15:18:34,D0089,U0076,PUP Detected,antivirus_update.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-18T15:18:34Z,iso_z,Low,
EDR001202,2026-03-11 01:03:00,D0159,U0007,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 01:03:00,iso_space,HIGH,
EDR000404,2026-03-17 17:56:04,D0064,U0098,Unusual Network,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-17 17:56:04,iso_space,MEDIUM,
EDR001403,2026-03-11 11:06:00,D0137,U0085,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 11:06:00,iso_space,High,
EDR000323,2026-03-16 09:35:36,D0185,U0060,Unusual Network,python.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-16 09:35:36,iso_space,HIGH,
EDR001735,2026-03-17 18:42:07,D0170,U0021,Credential Access,rundll32.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-17 18:42:07,iso_space,critical,
EDR000016,2026-03-20 13:22:41,D0022,U0057,PUP Detected,teams.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-20 13:22:41,iso_space,MEDIUM,
EDR000385,2026-03-06 15:05:15,D0039,U0021,PUP Detected,sccm_client.exe,LOW,Closed,FALSE_POSITIVE,2026-03-06 15:05:15,iso_space,low,
EDR000073,2026-03-13 19:18:18,D0150,U0393,Suspicious Process,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-13 19:18:18,iso_space,LOW,
EDR001371,2026-03-11 09:30:00,D0120,U0043,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 09:30:00,iso_space,high,
EDR000921,2026-03-11 14:25:25,D0195,U0241,PUP Detected,inventory_scan.exe,MEDIUM,Open,,2026-03-11 14:25:25,iso_space,Medium,MISSING_ANALYST_DECISION
EDR000688,2026-03-22 08:15:06,D0076,U0110,Suspicious Process,antivirus_update.exe,LOW,Closed,,2026-03-22T08:15:06Z,iso_z,low,MISSING_ANALYST_DECISION
EDR000312,2026-03-14 15:26:32,D0079,U0166,Suspicious Process,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-14 15:26:32,iso_space,Medium,
EDR000089,2026-03-12 13:11:36,D0153,U0023,Unusual Network,python.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-12T13:11:36Z,iso_z,HIGH,
EDR001579,2026-03-11 19:54:00,D0168,U0265,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 19:54:00,iso_space,High,
EDR000678,2026-03-07 14:38:57,D0010,U0167,PUP Detected,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-07 14:38:57,iso_space,low,
EDR000284,2026-03-10 14:41:35,D0148,U0073,PUP Detected,inventory_scan.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-10 14:41:35,iso_space,medium,
EDR000097,2026-03-04 16:42:01,D0172,U0166,PUP Detected,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-04 16:42:01,iso_space,MEDIUM,
EDR001391,2026-03-11 10:30:00,D0080,U0110,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T10:30:00Z,iso_z,high,
EDR000855,2026-03-07 11:40:03,D0068,U0028,PUP Detected,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-07 11:40:03,iso_space,LOW,
EDR000105,2026-03-05 17:18:18,D0126,U0115,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-05 17:18:18,iso_space,low,
EDR000376,2026-03-03 18:05:42,D0048,U0104,Unusual Network,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-03 18:05:42,iso_space,Medium,
EDR000272,2026-03-21 13:25:58,D0086,U0081,Suspicious Process,antivirus_update.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-21 13:25:58,iso_space,high,
EDR001732,2026-03-02 18:49:38,D0061,U0068,Credential Access,cryptolock.exe,HIGH,Closed,TRUE_POSITIVE,2026-03-02T18:49:38Z,iso_z,HIGH,
EDR001106,2026-03-11 15:27:49,D0076,U0124,PUP Detected,python.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-11 15:27:49,iso_space,MEDIUM,
EDR000217,2026-03-19 16:26:29,D0089,U0249,Suspicious Process,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-19T16:26:29Z,iso_z,High,
EDR001771,2026-03-02 15:33:55,D0021,U0209,PowerShell Abuse,powershell_enc.exe,HIGH,Closed,,2026-03-02 15:33:55,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR000667,2026-03-07 15:24:44,D0083,U0353,Unusual Network,antivirus_update.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-07 15:24:44,iso_space,Low,
EDR001113,2026-03-15 09:25:36,D0125,U0135,Unusual Network,chrome.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-15T09:25:36Z,iso_z,Medium,
EDR001639,2026-03-06 17:52:34,D0119,U0370,PowerShell Abuse,cryptolock.exe,HIGH,Open,NEEDS_INVESTIGATION,2026-03-06 17:52:34,iso_space,high,
EDR000548,2026-03-05 17:21:32,D0140,U0264,PUP Detected,outlook.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-05 17:21:32,iso_space,Medium,
EDR000159,2026-03-17 19:27:33,D0091,U0286,Suspicious Process,antivirus_update.exe,LOW,Closed,,2026-03-17 19:27:33,iso_space,Low,MISSING_ANALYST_DECISION
EDR000825,2026-03-13 09:22:27,D0164,U0044,Suspicious Process,chrome.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-13 09:22:27,iso_space,MEDIUM,
EDR001638,2026-03-15 15:05:49,D0103,U0046,PowerShell Abuse,rundll32.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-15 15:05:49,iso_space,Medium,
EDR000015,2026-03-09 14:05:19,D0022,U0080,Suspicious Process,inventory_scan.exe,MEDIUM,Closed,,2026-03-09 14:05:19,iso_space,medium,MISSING_ANALYST_DECISION
EDR000227,2026-03-12 12:29:54,D0018,U0168,Suspicious Process,teams.exe,LOW,Closed,FALSE_POSITIVE,2026-03-12T12:29:54Z,iso_z,Low,
EDR001664,2026-03-19 14:36:26,D0120,U0168,Persistence Attempt,sccm_client.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-19T14:36:26Z,iso_z,low,
EDR000453,2026-03-13 08:45:17,D0169,U0113,PUP Detected,sccm_client.exe,MEDIUM,In Progress,,2026-03-13T08:45:17Z,iso_z,MEDIUM,MISSING_ANALYST_DECISION
EDR001575,2026-03-11 19:42:00,D0111,U0097,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 19:42:00,iso_space,High,
EDR000641,2026-03-22 09:39:54,D0150,U0183,Unusual Network,antivirus_update.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-22T09:39:54Z,iso_z,medium,
EDR000621,2026-03-10 18:51:52,D0069,U0066,Unusual Network,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-10 18:51:52,iso_space,MEDIUM,
EDR001134,2026-03-04 12:06:59,D0048,U0160,PUP Detected,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-04 12:06:59,iso_space,HIGH,
EDR000137,2026-03-14 15:05:55,D0130,U0217,PUP Detected,outlook.exe,HIGH,Closed,,2026-03-14 15:05:55,iso_space,high,MISSING_ANALYST_DECISION
EDR000128,2026-03-04 11:48:29,D0092,U0012,Unusual Network,antivirus_update.exe,HIGH,In Progress,,2026-03-04 11:48:29,iso_space,High,MISSING_ANALYST_DECISION
EDR000517,2026-03-15 19:38:28,D0137,U0312,PUP Detected,chrome.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-15 19:38:28,iso_space,HIGH,
EDR000611,2026-03-20 18:43:42,D0070,U0372,Unusual Network,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-20 18:43:42,iso_space,high,
EDR000473,2026-03-07 12:50:38,D0089,U0270,Suspicious Process,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-07T12:50:38Z,iso_z,Medium,
EDR001506,2026-03-11 16:15:00,D0091,U0042,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 16:15:00,iso_space,High,
EDR000999,2026-03-05 18:28:20,D0187,U0094,PUP Detected,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-05 18:28:20,iso_space,LOW,
EDR001268,2026-03-11 04:21:00,D0071,U0272,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 04:21:00,iso_space,high,
EDR001129,2026-03-09 10:04:02,D0190,U0126,PUP Detected,chrome.exe,LOW,Open,,2026-03-09T10:04:02Z,iso_z,low,MISSING_ANALYST_DECISION
EDR001738,2026-03-07 17:05:49,D0151,U0363,Credential Access,cryptolock.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-07 17:05:49,iso_space,CRITICAL,
EDR001806,2026-03-12 04:00:00,D0003,U0007,PowerShell Abuse,cryptolock.exe,HIGH,Open,TRUE_POSITIVE,2026-03-12 04:00:00,iso_space,high,
EDR000861,2026-03-06 19:44:22,D0059,U0281,Suspicious Process,chrome.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-06 19:44:22,iso_space,low,
EDR001696,2026-03-09 09:35:17,D0090,U0090,Ransomware Behaviour,chrome.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-09 09:35:17,iso_space,CRITICAL,
EDR000513,2026-03-18 14:43:14,D0164,U0365,Suspicious Process,outlook.exe,HIGH,Open,FALSE_POSITIVE,2026-03-18 14:43:14,iso_space,High,
EDR000795,2026-03-11 09:55:03,D0040,U0086,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE,2026-03-11 09:55:03,iso_space,HIGH,
EDR001602,2026-03-18 18:19:00,D0013,U0249,Suspicious Process,cryptolock.exe,CRITICAL,Closed,FALSE_POSITIVE,2026-03-18T18:19:00Z,iso_z,CRITICAL,
EDR000665,2026-03-14 15:26:18,D0177,U0031,PUP Detected,sccm_client.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-14 15:26:18,iso_space,medium,
EDR001615,2026-03-19 11:43:08,D0159,U0181,Ransomware Behaviour,powershell_enc.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-19 11:43:08,iso_space,Medium,
EDR000395,2026-03-08 17:14:41,D0098,U0027,Unusual Network,sccm_client.exe,LOW,Closed,FALSE_POSITIVE,2026-03-08T17:14:41Z,iso_z,Low,
EDR000206,2026-03-02 14:03:53,D0149,U0079,PUP Detected,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-02 14:03:53,iso_space,high,
EDR000214,2026-03-14 13:21:17,D0192,U0293,PUP Detected,python.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-14 13:21:17,iso_space,High,
EDR001233,2026-03-11 02:36:00,D0082,U0176,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 02:36:00,iso_space,High,
EDR000967,2026-03-05 11:21:11,D0152,U0351,PUP Detected,sccm_client.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-05T11:21:11Z,iso_z,Medium,
